ndc11,rxcui,name,rxnavImageObjectId,rxnavImageFileName,nlmImageFileName,RXNAV 120,RXBASE 120,RXNAV 300,RXBASE 300,RXNAV 600,RXBASE 600,RXNAV 800,RXBASE 800,RXNAV 1024,RXBASE 1024,RXNAV ORIGINAL,RXBASE ORIGINAL
62175-0180-46,251872,pantoprazole 20 MG Delayed Release Oral Tablet,185609692,62175-0180-46_RXNAVIMAGE10_C2086133.jpg,62175-0180-46_NLMIMAGE10_C2086133.jpg,image/images/gallery/120/62175-0180-46_RXNAVIMAGE10_C2086133.jpg,image/images/gallery/120/62175-0180-46_NLMIMAGE10_C2086133.jpg,image/images/gallery/300/62175-0180-46_RXNAVIMAGE10_C2086133.jpg,image/images/gallery/300/62175-0180-46_NLMIMAGE10_C2086133.jpg,image/images/gallery/600/62175-0180-46_RXNAVIMAGE10_C2086133.jpg,image/images/gallery/600/62175-0180-46_NLMIMAGE10_C2086133.jpg,image/images/gallery/800/62175-0180-46_RXNAVIMAGE10_C2086133.jpg,image/images/gallery/800/62175-0180-46_NLMIMAGE10_C2086133.jpg,image/images/gallery/1024/62175-0180-46_RXNAVIMAGE10_C2086133.jpg,image/images/gallery/1024/62175-0180-46_NLMIMAGE10_C2086133.jpg,image/images/gallery/original/62175-0180-46_RXNAVIMAGE10_C2086133.jpg,image/images/gallery/original/62175-0180-46_NLMIMAGE10_C2086133.jpg
00008-0606-01,251872,pantoprazole 20 MG Delayed Release Oral Tablet,185609685,00008-0606-01_RXNAVIMAGE10_BF085FE2.jpg,00008-0606-01_NLMIMAGE10_BF085FE2.jpg,image/images/gallery/120/00008-0606-01_RXNAVIMAGE10_BF085FE2.jpg,image/images/gallery/120/00008-0606-01_NLMIMAGE10_BF085FE2.jpg,image/images/gallery/300/00008-0606-01_RXNAVIMAGE10_BF085FE2.jpg,image/images/gallery/300/00008-0606-01_NLMIMAGE10_BF085FE2.jpg,image/images/gallery/600/00008-0606-01_RXNAVIMAGE10_BF085FE2.jpg,image/images/gallery/600/00008-0606-01_NLMIMAGE10_BF085FE2.jpg,image/images/gallery/800/00008-0606-01_RXNAVIMAGE10_BF085FE2.jpg,image/images/gallery/800/00008-0606-01_NLMIMAGE10_BF085FE2.jpg,image/images/gallery/1024/00008-0606-01_RXNAVIMAGE10_BF085FE2.jpg,image/images/gallery/1024/00008-0606-01_NLMIMAGE10_BF085FE2.jpg,image/images/gallery/original/00008-0606-01_RXNAVIMAGE10_BF085FE2.jpg,image/images/gallery/original/00008-0606-01_NLMIMAGE10_BF085FE2.jpg
62756-0185-88,312138,oxcarbazepine 600 MG Oral Tablet,185609681,62756-0185-88_RXNAVIMAGE10_BE085F22.jpg,62756-0185-88_NLMIMAGE10_BE085F22.jpg,image/images/gallery/120/62756-0185-88_RXNAVIMAGE10_BE085F22.jpg,image/images/gallery/120/62756-0185-88_NLMIMAGE10_BE085F22.jpg,image/images/gallery/300/62756-0185-88_RXNAVIMAGE10_BE085F22.jpg,image/images/gallery/300/62756-0185-88_NLMIMAGE10_BE085F22.jpg,image/images/gallery/600/62756-0185-88_RXNAVIMAGE10_BE085F22.jpg,image/images/gallery/600/62756-0185-88_NLMIMAGE10_BE085F22.jpg,image/images/gallery/800/62756-0185-88_RXNAVIMAGE10_BE085F22.jpg,image/images/gallery/800/62756-0185-88_NLMIMAGE10_BE085F22.jpg,image/images/gallery/1024/62756-0185-88_RXNAVIMAGE10_BE085F22.jpg,image/images/gallery/1024/62756-0185-88_NLMIMAGE10_BE085F22.jpg,image/images/gallery/original/62756-0185-88_RXNAVIMAGE10_BE085F22.jpg,image/images/gallery/original/62756-0185-88_NLMIMAGE10_BE085F22.jpg
68462-0138-01,312137,oxcarbazepine 300 MG Oral Tablet,185609672,68462-0138-01_RXNAVIMAGE10_BA085D72.jpg,68462-0138-01_NLMIMAGE10_BA085D72.jpg,image/images/gallery/120/68462-0138-01_RXNAVIMAGE10_BA085D72.jpg,image/images/gallery/120/68462-0138-01_NLMIMAGE10_BA085D72.jpg,image/images/gallery/300/68462-0138-01_RXNAVIMAGE10_BA085D72.jpg,image/images/gallery/300/68462-0138-01_NLMIMAGE10_BA085D72.jpg,image/images/gallery/600/68462-0138-01_RXNAVIMAGE10_BA085D72.jpg,image/images/gallery/600/68462-0138-01_NLMIMAGE10_BA085D72.jpg,image/images/gallery/800/68462-0138-01_RXNAVIMAGE10_BA085D72.jpg,image/images/gallery/800/68462-0138-01_NLMIMAGE10_BA085D72.jpg,image/images/gallery/1024/68462-0138-01_RXNAVIMAGE10_BA085D72.jpg,image/images/gallery/1024/68462-0138-01_NLMIMAGE10_BA085D72.jpg,image/images/gallery/original/68462-0138-01_RXNAVIMAGE10_BA085D72.jpg,image/images/gallery/original/68462-0138-01_NLMIMAGE10_BA085D72.jpg
68462-0139-01,312138,oxcarbazepine 600 MG Oral Tablet,185609665,68462-0139-01_RXNAVIMAGE10_B8085C22.jpg,68462-0139-01_NLMIMAGE10_B8085C22.jpg,image/images/gallery/120/68462-0139-01_RXNAVIMAGE10_B8085C22.jpg,image/images/gallery/120/68462-0139-01_NLMIMAGE10_B8085C22.jpg,image/images/gallery/300/68462-0139-01_RXNAVIMAGE10_B8085C22.jpg,image/images/gallery/300/68462-0139-01_NLMIMAGE10_B8085C22.jpg,image/images/gallery/600/68462-0139-01_RXNAVIMAGE10_B8085C22.jpg,image/images/gallery/600/68462-0139-01_NLMIMAGE10_B8085C22.jpg,image/images/gallery/800/68462-0139-01_RXNAVIMAGE10_B8085C22.jpg,image/images/gallery/800/68462-0139-01_NLMIMAGE10_B8085C22.jpg,image/images/gallery/1024/68462-0139-01_RXNAVIMAGE10_B8085C22.jpg,image/images/gallery/1024/68462-0139-01_NLMIMAGE10_B8085C22.jpg,image/images/gallery/original/68462-0139-01_RXNAVIMAGE10_B8085C22.jpg,image/images/gallery/original/68462-0139-01_NLMIMAGE10_B8085C22.jpg
51991-0293-01,312137,oxcarbazepine 300 MG Oral Tablet,185609656,51991-0293-01_RXNAVIMAGE10_B4085A72.jpg,51991-0293-01_NLMIMAGE10_B4085A72.jpg,image/images/gallery/120/51991-0293-01_RXNAVIMAGE10_B4085A72.jpg,image/images/gallery/120/51991-0293-01_NLMIMAGE10_B4085A72.jpg,image/images/gallery/300/51991-0293-01_RXNAVIMAGE10_B4085A72.jpg,image/images/gallery/300/51991-0293-01_NLMIMAGE10_B4085A72.jpg,image/images/gallery/600/51991-0293-01_RXNAVIMAGE10_B4085A72.jpg,image/images/gallery/600/51991-0293-01_NLMIMAGE10_B4085A72.jpg,image/images/gallery/800/51991-0293-01_RXNAVIMAGE10_B4085A72.jpg,image/images/gallery/800/51991-0293-01_NLMIMAGE10_B4085A72.jpg,image/images/gallery/1024/51991-0293-01_RXNAVIMAGE10_B4085A72.jpg,image/images/gallery/1024/51991-0293-01_NLMIMAGE10_B4085A72.jpg,image/images/gallery/original/51991-0293-01_RXNAVIMAGE10_B4085A72.jpg,image/images/gallery/original/51991-0293-01_NLMIMAGE10_B4085A72.jpg
68462-0137-01,312136,oxcarbazepine 150 MG Oral Tablet,185609649,68462-0137-01_RXNAVIMAGE10_B2085922.jpg,68462-0137-01_NLMIMAGE10_B2085922.jpg,image/images/gallery/120/68462-0137-01_RXNAVIMAGE10_B2085922.jpg,image/images/gallery/120/68462-0137-01_NLMIMAGE10_B2085922.jpg,image/images/gallery/300/68462-0137-01_RXNAVIMAGE10_B2085922.jpg,image/images/gallery/300/68462-0137-01_NLMIMAGE10_B2085922.jpg,image/images/gallery/600/68462-0137-01_RXNAVIMAGE10_B2085922.jpg,image/images/gallery/600/68462-0137-01_NLMIMAGE10_B2085922.jpg,image/images/gallery/800/68462-0137-01_RXNAVIMAGE10_B2085922.jpg,image/images/gallery/800/68462-0137-01_NLMIMAGE10_B2085922.jpg,image/images/gallery/1024/68462-0137-01_RXNAVIMAGE10_B2085922.jpg,image/images/gallery/1024/68462-0137-01_NLMIMAGE10_B2085922.jpg,image/images/gallery/original/68462-0137-01_RXNAVIMAGE10_B2085922.jpg,image/images/gallery/original/68462-0137-01_NLMIMAGE10_B2085922.jpg
62756-0184-18,312137,oxcarbazepine 300 MG Oral Tablet,185609640,62756-0184-18_RXNAVIMAGE10_AE085772.jpg,62756-0184-18_NLMIMAGE10_AE085772.jpg,image/images/gallery/120/62756-0184-18_RXNAVIMAGE10_AE085772.jpg,image/images/gallery/120/62756-0184-18_NLMIMAGE10_AE085772.jpg,image/images/gallery/300/62756-0184-18_RXNAVIMAGE10_AE085772.jpg,image/images/gallery/300/62756-0184-18_NLMIMAGE10_AE085772.jpg,image/images/gallery/600/62756-0184-18_RXNAVIMAGE10_AE085772.jpg,image/images/gallery/600/62756-0184-18_NLMIMAGE10_AE085772.jpg,image/images/gallery/800/62756-0184-18_RXNAVIMAGE10_AE085772.jpg,image/images/gallery/800/62756-0184-18_NLMIMAGE10_AE085772.jpg,image/images/gallery/1024/62756-0184-18_RXNAVIMAGE10_AE085772.jpg,image/images/gallery/1024/62756-0184-18_NLMIMAGE10_AE085772.jpg,image/images/gallery/original/62756-0184-18_RXNAVIMAGE10_AE085772.jpg,image/images/gallery/original/62756-0184-18_NLMIMAGE10_AE085772.jpg
62756-0131-01,312086,Ondansetron 8 MG Oral Tablet,185609624,62756-0131-01_RXNAVIMAGE10_A8085472.jpg,62756-0131-01_NLMIMAGE10_A8085472.jpg,image/images/gallery/120/62756-0131-01_RXNAVIMAGE10_A8085472.jpg,image/images/gallery/120/62756-0131-01_NLMIMAGE10_A8085472.jpg,image/images/gallery/300/62756-0131-01_RXNAVIMAGE10_A8085472.jpg,image/images/gallery/300/62756-0131-01_NLMIMAGE10_A8085472.jpg,image/images/gallery/600/62756-0131-01_RXNAVIMAGE10_A8085472.jpg,image/images/gallery/600/62756-0131-01_NLMIMAGE10_A8085472.jpg,image/images/gallery/800/62756-0131-01_RXNAVIMAGE10_A8085472.jpg,image/images/gallery/800/62756-0131-01_NLMIMAGE10_A8085472.jpg,image/images/gallery/1024/62756-0131-01_RXNAVIMAGE10_A8085472.jpg,image/images/gallery/1024/62756-0131-01_NLMIMAGE10_A8085472.jpg,image/images/gallery/original/62756-0131-01_RXNAVIMAGE10_A8085472.jpg,image/images/gallery/original/62756-0131-01_NLMIMAGE10_A8085472.jpg
62756-0130-01,198052,Ondansetron 4 MG Oral Tablet,185609617,62756-0130-01_RXNAVIMAGE10_A6085322.jpg,62756-0130-01_NLMIMAGE10_A6085322.jpg,image/images/gallery/120/62756-0130-01_RXNAVIMAGE10_A6085322.jpg,image/images/gallery/120/62756-0130-01_NLMIMAGE10_A6085322.jpg,image/images/gallery/300/62756-0130-01_RXNAVIMAGE10_A6085322.jpg,image/images/gallery/300/62756-0130-01_NLMIMAGE10_A6085322.jpg,image/images/gallery/600/62756-0130-01_RXNAVIMAGE10_A6085322.jpg,image/images/gallery/600/62756-0130-01_NLMIMAGE10_A6085322.jpg,image/images/gallery/800/62756-0130-01_RXNAVIMAGE10_A6085322.jpg,image/images/gallery/800/62756-0130-01_NLMIMAGE10_A6085322.jpg,image/images/gallery/1024/62756-0130-01_RXNAVIMAGE10_A6085322.jpg,image/images/gallery/1024/62756-0130-01_NLMIMAGE10_A6085322.jpg,image/images/gallery/original/62756-0130-01_RXNAVIMAGE10_A6085322.jpg,image/images/gallery/original/62756-0130-01_NLMIMAGE10_A6085322.jpg
00228-2497-10,198032,Nifedipine 10 MG Oral Capsule,185609560,00228-2497-10_RXNAVIMAGE10_910848D2.jpg,00228-2497-10_NLMIMAGE10_910848D2.jpg,image/images/gallery/120/00228-2497-10_RXNAVIMAGE10_910848D2.jpg,image/images/gallery/120/00228-2497-10_NLMIMAGE10_910848D2.jpg,image/images/gallery/300/00228-2497-10_RXNAVIMAGE10_910848D2.jpg,image/images/gallery/300/00228-2497-10_NLMIMAGE10_910848D2.jpg,image/images/gallery/600/00228-2497-10_RXNAVIMAGE10_910848D2.jpg,image/images/gallery/600/00228-2497-10_NLMIMAGE10_910848D2.jpg,image/images/gallery/800/00228-2497-10_RXNAVIMAGE10_910848D2.jpg,image/images/gallery/800/00228-2497-10_NLMIMAGE10_910848D2.jpg,image/images/gallery/1024/00228-2497-10_RXNAVIMAGE10_910848D2.jpg,image/images/gallery/1024/00228-2497-10_NLMIMAGE10_910848D2.jpg,image/images/gallery/original/00228-2497-10_RXNAVIMAGE10_910848D2.jpg,image/images/gallery/original/00228-2497-10_NLMIMAGE10_910848D2.jpg
53746-0466-05,197807,Ibuprofen 800 MG Oral Tablet,185609544,53746-0466-05_RXNAVIMAGE10_8B0845D2.jpg,53746-0466-05_NLMIMAGE10_8B0845D2.jpg,image/images/gallery/120/53746-0466-05_RXNAVIMAGE10_8B0845D2.jpg,image/images/gallery/120/53746-0466-05_NLMIMAGE10_8B0845D2.jpg,image/images/gallery/300/53746-0466-05_RXNAVIMAGE10_8B0845D2.jpg,image/images/gallery/300/53746-0466-05_NLMIMAGE10_8B0845D2.jpg,image/images/gallery/600/53746-0466-05_RXNAVIMAGE10_8B0845D2.jpg,image/images/gallery/600/53746-0466-05_NLMIMAGE10_8B0845D2.jpg,image/images/gallery/800/53746-0466-05_RXNAVIMAGE10_8B0845D2.jpg,image/images/gallery/800/53746-0466-05_NLMIMAGE10_8B0845D2.jpg,image/images/gallery/1024/53746-0466-05_RXNAVIMAGE10_8B0845D2.jpg,image/images/gallery/1024/53746-0466-05_NLMIMAGE10_8B0845D2.jpg,image/images/gallery/original/53746-0466-05_RXNAVIMAGE10_8B0845D2.jpg,image/images/gallery/original/53746-0466-05_NLMIMAGE10_8B0845D2.jpg
68180-0559-09,314203,quinapril 40 MG Oral Tablet,185617899,68180-0559-09_RXNAVIMAGE10_C00E6013.jpg,68180-0559-09_NLMIMAGE10_C00E6013.jpg,image/images/gallery/120/68180-0559-09_RXNAVIMAGE10_C00E6013.jpg,image/images/gallery/120/68180-0559-09_NLMIMAGE10_C00E6013.jpg,image/images/gallery/300/68180-0559-09_RXNAVIMAGE10_C00E6013.jpg,image/images/gallery/300/68180-0559-09_NLMIMAGE10_C00E6013.jpg,image/images/gallery/600/68180-0559-09_RXNAVIMAGE10_C00E6013.jpg,image/images/gallery/600/68180-0559-09_NLMIMAGE10_C00E6013.jpg,image/images/gallery/800/68180-0559-09_RXNAVIMAGE10_C00E6013.jpg,image/images/gallery/800/68180-0559-09_NLMIMAGE10_C00E6013.jpg,image/images/gallery/1024/68180-0559-09_RXNAVIMAGE10_C00E6013.jpg,image/images/gallery/1024/68180-0559-09_NLMIMAGE10_C00E6013.jpg,image/images/gallery/original/68180-0559-09_RXNAVIMAGE10_C00E6013.jpg,image/images/gallery/original/68180-0559-09_NLMIMAGE10_C00E6013.jpg
00591-5347-01,198152,Probenecid 500 MG Oral Tablet,185617490,00591-5347-01_RXNAVIMAGE10_260E1360.jpg,00591-5347-01_NLMIMAGE10_260E1360.jpg,image/images/gallery/120/00591-5347-01_RXNAVIMAGE10_260E1360.jpg,image/images/gallery/120/00591-5347-01_NLMIMAGE10_260E1360.jpg,image/images/gallery/300/00591-5347-01_RXNAVIMAGE10_260E1360.jpg,image/images/gallery/300/00591-5347-01_NLMIMAGE10_260E1360.jpg,image/images/gallery/600/00591-5347-01_RXNAVIMAGE10_260E1360.jpg,image/images/gallery/600/00591-5347-01_NLMIMAGE10_260E1360.jpg,image/images/gallery/800/00591-5347-01_RXNAVIMAGE10_260E1360.jpg,image/images/gallery/800/00591-5347-01_NLMIMAGE10_260E1360.jpg,image/images/gallery/1024/00591-5347-01_RXNAVIMAGE10_260E1360.jpg,image/images/gallery/1024/00591-5347-01_NLMIMAGE10_260E1360.jpg,image/images/gallery/original/00591-5347-01_RXNAVIMAGE10_260E1360.jpg,image/images/gallery/original/00591-5347-01_NLMIMAGE10_260E1360.jpg
00591-5325-01,198153,Colchicine 0.5 MG / Probenecid 500 MG Oral Tablet,185617483,00591-5325-01_RXNAVIMAGE10_240E1210.jpg,00591-5325-01_NLMIMAGE10_240E1210.jpg,image/images/gallery/120/00591-5325-01_RXNAVIMAGE10_240E1210.jpg,image/images/gallery/120/00591-5325-01_NLMIMAGE10_240E1210.jpg,image/images/gallery/300/00591-5325-01_RXNAVIMAGE10_240E1210.jpg,image/images/gallery/300/00591-5325-01_NLMIMAGE10_240E1210.jpg,image/images/gallery/600/00591-5325-01_RXNAVIMAGE10_240E1210.jpg,image/images/gallery/600/00591-5325-01_NLMIMAGE10_240E1210.jpg,image/images/gallery/800/00591-5325-01_RXNAVIMAGE10_240E1210.jpg,image/images/gallery/800/00591-5325-01_NLMIMAGE10_240E1210.jpg,image/images/gallery/1024/00591-5325-01_RXNAVIMAGE10_240E1210.jpg,image/images/gallery/1024/00591-5325-01_NLMIMAGE10_240E1210.jpg,image/images/gallery/original/00591-5325-01_RXNAVIMAGE10_240E1210.jpg,image/images/gallery/original/00591-5325-01_NLMIMAGE10_240E1210.jpg
65162-0668-50,0,,185617435,65162-0668-50_RXNAVIMAGE10_120E0910.jpg,65162-0668-50_NLMIMAGE10_120E0910.jpg,image/images/gallery/120/65162-0668-50_RXNAVIMAGE10_120E0910.jpg,image/images/gallery/120/65162-0668-50_NLMIMAGE10_120E0910.jpg,image/images/gallery/300/65162-0668-50_RXNAVIMAGE10_120E0910.jpg,image/images/gallery/300/65162-0668-50_NLMIMAGE10_120E0910.jpg,image/images/gallery/600/65162-0668-50_RXNAVIMAGE10_120E0910.jpg,image/images/gallery/600/65162-0668-50_NLMIMAGE10_120E0910.jpg,image/images/gallery/800/65162-0668-50_RXNAVIMAGE10_120E0910.jpg,image/images/gallery/800/65162-0668-50_NLMIMAGE10_120E0910.jpg,image/images/gallery/1024/65162-0668-50_RXNAVIMAGE10_120E0910.jpg,image/images/gallery/1024/65162-0668-50_NLMIMAGE10_120E0910.jpg,image/images/gallery/original/65162-0668-50_RXNAVIMAGE10_120E0910.jpg,image/images/gallery/original/65162-0668-50_NLMIMAGE10_120E0910.jpg
68382-0198-16,859044,Pramipexole dihydrochloride 0.5 MG Oral Tablet,185617371,68382-0198-16_RXNAVIMAGE10_FA0DFD1F.jpg,68382-0198-16_NLMIMAGE10_FA0DFD1F.jpg,image/images/gallery/120/68382-0198-16_RXNAVIMAGE10_FA0DFD1F.jpg,image/images/gallery/120/68382-0198-16_NLMIMAGE10_FA0DFD1F.jpg,image/images/gallery/300/68382-0198-16_RXNAVIMAGE10_FA0DFD1F.jpg,image/images/gallery/300/68382-0198-16_NLMIMAGE10_FA0DFD1F.jpg,image/images/gallery/600/68382-0198-16_RXNAVIMAGE10_FA0DFD1F.jpg,image/images/gallery/600/68382-0198-16_NLMIMAGE10_FA0DFD1F.jpg,image/images/gallery/800/68382-0198-16_RXNAVIMAGE10_FA0DFD1F.jpg,image/images/gallery/800/68382-0198-16_NLMIMAGE10_FA0DFD1F.jpg,image/images/gallery/1024/68382-0198-16_RXNAVIMAGE10_FA0DFD1F.jpg,image/images/gallery/1024/68382-0198-16_NLMIMAGE10_FA0DFD1F.jpg,image/images/gallery/original/68382-0198-16_RXNAVIMAGE10_FA0DFD1F.jpg,image/images/gallery/original/68382-0198-16_NLMIMAGE10_FA0DFD1F.jpg
00781-5710-01,1801298,Microencapsulated Potassium Chloride 10 MEQ Extended Release Oral Tablet,185617339,00781-5710-01_RXNAVIMAGE10_EE0DF71F.jpg,00781-5710-01_NLMIMAGE10_EE0DF71F.jpg,image/images/gallery/120/00781-5710-01_RXNAVIMAGE10_EE0DF71F.jpg,image/images/gallery/120/00781-5710-01_NLMIMAGE10_EE0DF71F.jpg,image/images/gallery/300/00781-5710-01_RXNAVIMAGE10_EE0DF71F.jpg,image/images/gallery/300/00781-5710-01_NLMIMAGE10_EE0DF71F.jpg,image/images/gallery/600/00781-5710-01_RXNAVIMAGE10_EE0DF71F.jpg,image/images/gallery/600/00781-5710-01_NLMIMAGE10_EE0DF71F.jpg,image/images/gallery/800/00781-5710-01_RXNAVIMAGE10_EE0DF71F.jpg,image/images/gallery/800/00781-5710-01_NLMIMAGE10_EE0DF71F.jpg,image/images/gallery/1024/00781-5710-01_RXNAVIMAGE10_EE0DF71F.jpg,image/images/gallery/1024/00781-5710-01_NLMIMAGE10_EE0DF71F.jpg,image/images/gallery/original/00781-5710-01_RXNAVIMAGE10_EE0DF71F.jpg,image/images/gallery/original/00781-5710-01_NLMIMAGE10_EE0DF71F.jpg
00074-7804-13,670031,Potassium Chloride 10 MEQ Extended Release Oral Tablet [K-Tab],185617323,00074-7804-13_RXNAVIMAGE10_E80DF41F.jpg,00074-7804-13_NLMIMAGE10_E80DF41F.jpg,image/images/gallery/120/00074-7804-13_RXNAVIMAGE10_E80DF41F.jpg,image/images/gallery/120/00074-7804-13_NLMIMAGE10_E80DF41F.jpg,image/images/gallery/300/00074-7804-13_RXNAVIMAGE10_E80DF41F.jpg,image/images/gallery/300/00074-7804-13_NLMIMAGE10_E80DF41F.jpg,image/images/gallery/600/00074-7804-13_RXNAVIMAGE10_E80DF41F.jpg,image/images/gallery/600/00074-7804-13_NLMIMAGE10_E80DF41F.jpg,image/images/gallery/800/00074-7804-13_RXNAVIMAGE10_E80DF41F.jpg,image/images/gallery/800/00074-7804-13_NLMIMAGE10_E80DF41F.jpg,image/images/gallery/1024/00074-7804-13_RXNAVIMAGE10_E80DF41F.jpg,image/images/gallery/1024/00074-7804-13_NLMIMAGE10_E80DF41F.jpg,image/images/gallery/original/00074-7804-13_RXNAVIMAGE10_E80DF41F.jpg,image/images/gallery/original/00074-7804-13_NLMIMAGE10_E80DF41F.jpg
60258-0162-01,0,,185618460,60258-0162-01_RXNAVIMAGE10_910EC886.jpg,60258-0162-01_NLMIMAGE10_910EC886.jpg,image/images/gallery/120/60258-0162-01_RXNAVIMAGE10_910EC886.jpg,image/images/gallery/120/60258-0162-01_NLMIMAGE10_910EC886.jpg,image/images/gallery/300/60258-0162-01_RXNAVIMAGE10_910EC886.jpg,image/images/gallery/300/60258-0162-01_NLMIMAGE10_910EC886.jpg,image/images/gallery/600/60258-0162-01_RXNAVIMAGE10_910EC886.jpg,image/images/gallery/600/60258-0162-01_NLMIMAGE10_910EC886.jpg,image/images/gallery/800/60258-0162-01_RXNAVIMAGE10_910EC886.jpg,image/images/gallery/800/60258-0162-01_NLMIMAGE10_910EC886.jpg,image/images/gallery/1024/60258-0162-01_RXNAVIMAGE10_910EC886.jpg,image/images/gallery/1024/60258-0162-01_NLMIMAGE10_910EC886.jpg,image/images/gallery/original/60258-0162-01_RXNAVIMAGE10_910EC886.jpg,image/images/gallery/original/60258-0162-01_NLMIMAGE10_910EC886.jpg
55111-0179-15,313412,tizanidine 2 MG Oral Tablet,185618412,55111-0179-15_RXNAVIMAGE10_7F0EBF85.jpg,55111-0179-15_NLMIMAGE10_7F0EBF85.jpg,image/images/gallery/120/55111-0179-15_RXNAVIMAGE10_7F0EBF85.jpg,image/images/gallery/120/55111-0179-15_NLMIMAGE10_7F0EBF85.jpg,image/images/gallery/300/55111-0179-15_RXNAVIMAGE10_7F0EBF85.jpg,image/images/gallery/300/55111-0179-15_NLMIMAGE10_7F0EBF85.jpg,image/images/gallery/600/55111-0179-15_RXNAVIMAGE10_7F0EBF85.jpg,image/images/gallery/600/55111-0179-15_NLMIMAGE10_7F0EBF85.jpg,image/images/gallery/800/55111-0179-15_RXNAVIMAGE10_7F0EBF85.jpg,image/images/gallery/800/55111-0179-15_NLMIMAGE10_7F0EBF85.jpg,image/images/gallery/1024/55111-0179-15_RXNAVIMAGE10_7F0EBF85.jpg,image/images/gallery/1024/55111-0179-15_NLMIMAGE10_7F0EBF85.jpg,image/images/gallery/original/55111-0179-15_RXNAVIMAGE10_7F0EBF85.jpg,image/images/gallery/original/55111-0179-15_NLMIMAGE10_7F0EBF85.jpg
50111-0482-01,346574,Theophylline 200 MG Extended Release Oral Tablet,185618373,50111-0482-01_RXNAVIMAGE10_700EB835.jpg,50111-0482-01_NLMIMAGE10_700EB835.jpg,image/images/gallery/120/50111-0482-01_RXNAVIMAGE10_700EB835.jpg,image/images/gallery/120/50111-0482-01_NLMIMAGE10_700EB835.jpg,image/images/gallery/300/50111-0482-01_RXNAVIMAGE10_700EB835.jpg,image/images/gallery/300/50111-0482-01_NLMIMAGE10_700EB835.jpg,image/images/gallery/600/50111-0482-01_RXNAVIMAGE10_700EB835.jpg,image/images/gallery/600/50111-0482-01_NLMIMAGE10_700EB835.jpg,image/images/gallery/800/50111-0482-01_RXNAVIMAGE10_700EB835.jpg,image/images/gallery/800/50111-0482-01_NLMIMAGE10_700EB835.jpg,image/images/gallery/1024/50111-0482-01_RXNAVIMAGE10_700EB835.jpg,image/images/gallery/1024/50111-0482-01_NLMIMAGE10_700EB835.jpg,image/images/gallery/original/50111-0482-01_RXNAVIMAGE10_700EB835.jpg,image/images/gallery/original/50111-0482-01_NLMIMAGE10_700EB835.jpg
50111-0459-01,317769,Theophylline 300 MG Extended Release Oral Tablet,185646087,50111-0459-01_RXNAVIMAGE10_AA22D506.jpg,50111-0459-01_NLMIMAGE10_AA22D506.jpg,image/images/gallery/120/50111-0459-01_RXNAVIMAGE10_AA22D506.jpg,image/images/gallery/120/50111-0459-01_NLMIMAGE10_AA22D506.jpg,image/images/gallery/300/50111-0459-01_RXNAVIMAGE10_AA22D506.jpg,image/images/gallery/300/50111-0459-01_NLMIMAGE10_AA22D506.jpg,image/images/gallery/600/50111-0459-01_RXNAVIMAGE10_AA22D506.jpg,image/images/gallery/600/50111-0459-01_NLMIMAGE10_AA22D506.jpg,image/images/gallery/800/50111-0459-01_RXNAVIMAGE10_AA22D506.jpg,image/images/gallery/800/50111-0459-01_NLMIMAGE10_AA22D506.jpg,image/images/gallery/1024/50111-0459-01_RXNAVIMAGE10_AA22D506.jpg,image/images/gallery/1024/50111-0459-01_NLMIMAGE10_AA22D506.jpg,image/images/gallery/original/50111-0459-01_RXNAVIMAGE10_AA22D506.jpg,image/images/gallery/original/50111-0459-01_NLMIMAGE10_AA22D506.jpg
00603-5803-25,313142,Sulfasalazine 500 MG Delayed Release Oral Tablet,185618300,00603-5803-25_RXNAVIMAGE10_550EAA85.jpg,00603-5803-25_NLMIMAGE10_550EAA85.jpg,image/images/gallery/120/00603-5803-25_RXNAVIMAGE10_550EAA85.jpg,image/images/gallery/120/00603-5803-25_NLMIMAGE10_550EAA85.jpg,image/images/gallery/300/00603-5803-25_RXNAVIMAGE10_550EAA85.jpg,image/images/gallery/300/00603-5803-25_NLMIMAGE10_550EAA85.jpg,image/images/gallery/600/00603-5803-25_RXNAVIMAGE10_550EAA85.jpg,image/images/gallery/600/00603-5803-25_NLMIMAGE10_550EAA85.jpg,image/images/gallery/800/00603-5803-25_RXNAVIMAGE10_550EAA85.jpg,image/images/gallery/800/00603-5803-25_NLMIMAGE10_550EAA85.jpg,image/images/gallery/1024/00603-5803-25_RXNAVIMAGE10_550EAA85.jpg,image/images/gallery/1024/00603-5803-25_NLMIMAGE10_550EAA85.jpg,image/images/gallery/original/00603-5803-25_RXNAVIMAGE10_550EAA85.jpg,image/images/gallery/original/00603-5803-25_NLMIMAGE10_550EAA85.jpg
